date;account;category;amount;currency;converted amount;currency;description
10/04/2018;БГПб *4579;From 'БГПбVisa*9727';97.47;USD;200;BYN;
11/04/2018;ЯндексДеньги;Приработок;111.03;RUB;3.552;BYN;
11/04/2018;БГПбVisa*9727;"Питание;Овощи Фрукты";-0.67;BYN;-0.67;BYN;
11/04/2018;БГПбVisa*9727;Питание;-2.56;BYN;-2.56;BYN;
11/04/2018;БГПбVisa*9727;Хоз расходы;-2.96;BYN;-2.96;BYN;
11/04/2018;БГПбVisa*9727;Одежда;-4.98;BYN;-4.98;BYN;
11/04/2018;БГПбVisa*9727;"Коммунальные;Связь";-7.2;BYN;-7.2;BYN;
11/04/2018;БГПбVisa*9727;"Питание;Мясо";-21.18;BYN;-21.18;BYN;
11/04/2018;БГПбVisa*9727;Питание;-16.79;BYN;-16.79;BYN;
11/04/2018;БГПбVisa*9727;"Питание;Овощи Фрукты";-2.33;BYN;-2.33;BYN;
13/04/2018;.Наличные;Питание;-1.44;BYN;-1.44;BYN;
14/04/2018;БГПбVisa*9727;"Питание;Овощи Фрукты";-1.12;BYN;-1.12;BYN;
14/04/2018;БГПбVisa*9727;Питание;-2.55;BYN;-2.55;BYN;
17/04/2018;БГПбVisa*9727;Питание;-4.07;BYN;-4.07;BYN;
17/04/2018;БГПбVisa*9727;Питание;-2.99;BYN;-2.99;BYN;
17/04/2018;БГПбVisa*9727;"Питание;Овощи Фрукты";-1.07;BYN;-1.07;BYN;
18/04/2018;БГПбVisa*9727;"Питание;Мясо";-18.03;BYN;-18.03;BYN;
18/04/2018;БГПбVisa*9727;Животные;-1.4;BYN;-1.4;BYN;
18/04/2018;БГПбVisa*9727;Питание;-2.99;BYN;-2.99;BYN;
18/04/2018;БГПбVisa*9727;"Питание;Овощи Фрукты";-1.29;BYN;-1.29;BYN;
18/04/2018;БГПбVisa*9727;"Коммунальные;Связь";-7.2;BYN;-7.2;BYN;
18/04/2018;БГПбVisa*9727;Коммунальные;-1.74;BYN;-1.74;BYN;
18/04/2018;БГПбVisa*9727;Питание;-3.55;BYN;-3.55;BYN;
19/04/2018;.Наличные;"Питание;Мясо";-24.82;BYN;-24.82;BYN;
19/04/2018;.Наличные;Питание;-34;BYN;-34;BYN;
19/04/2018;БГПб *4579;Ребенок;-3.69;USD;-7.766;BYN;
19/04/2018;БГПб *4579;Подарки;-5.09;USD;-10.712;BYN;
19/04/2018;БГПб *4579;DIY;-11.3;USD;-23.782;BYN;
19/04/2018;БГПбVisa*9727;Коммунальные;-59.85;BYN;-59.85;BYN;
19/04/2018;БГПбVisa*9727;Электроэнергия;-57.32;BYN;-57.32;BYN;
19/04/2018;БПС *6265;To '.Наличные';-60;BYN;-60;BYN;
19/04/2018;.Наличные;From 'БПС *6265';60;BYN;60;BYN;
19/04/2018;.Наличные;Ребенок;-40;BYN;-40;BYN;
20/04/2018;БГПбVisa*9727;Питание;-9.14;BYN;-9.14;BYN;
20/04/2018;БГПбVisa*9727;"Питание;Овощи Фрукты";-0.45;BYN;-0.45;BYN;
20/04/2018;БГПбVisa*9727;"Питание;Рыба";-3.94;BYN;-3.94;BYN;
20/04/2018;БПС *6265;Зарплата;313;BYN;313;BYN;
20/04/2018;БПС *6265;To '.Наличные';-35;BYN;-35;BYN;
20/04/2018;.Наличные;From 'БПС *6265';35;BYN;35;BYN;
20/04/2018;БПС *6265;To 'БГПбVisa*9727';-200;BYN;-200;BYN;
20/04/2018;БГПбVisa*9727;From 'БПС *6265';200;BYN;200;BYN;
21/04/2018;ЯндексДеньги;Техника;-110;RUB;-3.52;BYN;
23/04/2018;БГПбVisa*9727;Электроэнергия;-73.02;BYN;-73.02;BYN;
23/04/2018;БПС *6265;Электроэнергия;-144.67;BYN;-144.67;BYN;
23/04/2018;БПС *6265;Питание;-4.56;BYN;-4.56;BYN;
23/04/2018;БПС *6265;"Питание;Рыба";-9.01;BYN;-9.01;BYN;
24/04/2018;БПС *6265;"Питание;Овощи Фрукты";-2.2;BYN;-2.2;BYN;
24/04/2018;БПС *6265;Питание;-2.39;BYN;-2.39;BYN;
24/04/2018;БПС *6265;"Питание;Овощи Фрукты";-5.54;BYN;-5.54;BYN;
24/04/2018;БПС *6265;Питание;-29.6;BYN;-29.6;BYN;
25/04/2018;ЯндексДеньги;Депозиты;29 497.34;RUB;943.914;BYN;
25/04/2018;.Наличные;Личные;-7;BYN;-7;BYN;
27/04/2018;ЯндексДеньги;Питание;-97.08;RUB;-3.106;BYN;
27/04/2018;ЯндексДеньги;Хоз расходы;-404.08;RUB;-12.93;BYN;
27/04/2018;ЯндексДеньги;"Питание;Мясо";-110;RUB;-3.52;BYN;
27/04/2018;БГПбVisa*9727;"Коммунальные;Связь";-7.2;BYN;-7.2;BYN;
28/04/2018;ЯндексДеньги;Питание;-49.53;RUB;-1.584;BYN;
28/04/2018;ЯндексДеньги;Питание;-111.34;RUB;-3.562;BYN;
28/04/2018;ЯндексДеньги;"Питание;Овощи Фрукты";-36.47;RUB;-1.167;BYN;
29/04/2018;.Наличные;Транспорт;-36.26;BYN;-36.26;BYN;
29/04/2018;ЯндексДеньги;Питание;-295.78;RUB;-9.464;BYN;
29/04/2018;ЯндексДеньги;Питание;-84.43;RUB;-2.701;BYN;
29/04/2018;ЯндексДеньги;Питание;-127.36;RUB;-4.075;BYN;
29/04/2018;ЯндексДеньги;Подарки;-580.2;RUB;-18.566;BYN;
30/04/2018;БГПбVisa*9727;"Коммунальные;Связь";-15.9;BYN;-15.9;BYN;
30/04/2018;БГПбVisa*9727;Коммунальные;-3.7;BYN;-3.7;BYN;
02/05/2018;БГПб *4579;Подарки;-5.42;USD;-11.407;BYN;
02/05/2018;БГПб *4579;Ребенок;-3.69;USD;-7.766;BYN;
02/05/2018;БГПб *4579;Хоз расходы;-3.25;USD;-6.84;BYN;
02/05/2018;БГПб *4579;Техника;-29.48;USD;-62.044;BYN;
02/05/2018;ЯндексДеньги;Питание;-345.4;RUB;-11.052;BYN;
02/05/2018;ЯндексДеньги;"Питание;Мясо";-406.07;RUB;-12.994;BYN;
02/05/2018;ЯндексДеньги;"Питание;Овощи Фрукты";-43.66;RUB;-1.397;BYN;
03/05/2018;ЯндексДеньги;Питание;-76.81;RUB;-2.457;BYN;
03/05/2018;ЯндексДеньги;Питание;-445.27;RUB;-14.248;BYN;
03/05/2018;БГПбVisa*9727;"Коммунальные;Связь";-7.2;BYN;-7.2;BYN;
03/05/2018;БГПб *4579;Ремонт;-31.13;USD;-65.517;BYN;
03/05/2018;БГПбVisa*9727;Коммунальные;-2.62;BYN;-2.62;BYN;
03/05/2018;БГПбVisa*9727;Электроэнергия;-42.99;BYN;-42.99;BYN;
04/05/2018;ЯндексДеньги;Питание;-82.49;RUB;-2.639;BYN;
04/05/2018;ЯндексДеньги;Здоровье;-106.76;RUB;-3.416;BYN;
04/05/2018;БПС *6265;Счета;-2.9;BYN;-2.9;BYN;
04/05/2018;БПС *6265;Зарплата;909.77;BYN;909.77;BYN;
05/05/2018;БПС *6265;To 'БГПбVisa*9727';-200;BYN;-200;BYN;
05/05/2018;БГПбVisa*9727;From 'БПС *6265';200;BYN;200;BYN;
06/05/2018;ЯндексДеньги;Техника;-211.7;RUB;-6.774;BYN;
06/05/2018;БГПбVisa*9727;Электроэнергия;-70.21;BYN;-70.21;BYN;
08/05/2018;ЯндексДеньги;"Питание;Овощи Фрукты";-34.33;RUB;-1.098;BYN;
08/05/2018;ЯндексДеньги;Питание;-43.67;RUB;-1.397;BYN;
08/05/2018;БПС *6265;Счета;-123.5;BYN;-123.5;BYN;
08/05/2018;ЯндексДеньги;Питание;-74.77;RUB;-2.392;BYN;
09/05/2018;БПС *6265;To '.Наличные';-200;BYN;-200;BYN;
09/05/2018;.Наличные;From 'БПС *6265';200;BYN;200;BYN;
10/05/2018;ЯндексДеньги;Подарки;-411.88;RUB;-13.18;BYN;
10/05/2018;ЯндексДеньги;Питание;-496.18;RUB;-15.877;BYN;
10/05/2018;ЯндексДеньги;Ребенок;-176.37;RUB;-5.643;BYN;
10/05/2018;ЯндексДеньги;Одежда;-1 894.6;RUB;-60.627;BYN;
10/05/2018;ЯндексДеньги;Ребенок;-234.1;RUB;-7.491;BYN;
10/05/2018;ЯндексДеньги;Здоровье;-768.21;RUB;-24.582;BYN;
11/05/2018;ЯндексДеньги;"Питание;Мясо";-749.74;RUB;-23.991;BYN;
11/05/2018;ЯндексДеньги;Питание;-268.36;RUB;-8.587;BYN;
11/05/2018;ЯндексДеньги;Одежда;-5 251.35;RUB;-168.043;BYN;
12/05/2018;ЯндексДеньги;Питание;-1 360;RUB;-43.52;BYN;
14/05/2018;ЯндексДеньги;Питание;-189.07;RUB;-6.05;BYN;
14/05/2018;ЯндексДеньги;Ремонт;-2 193.8;RUB;-70.201;BYN;
17/05/2018;БГПбVisa*9727;"Коммунальные;Связь";-7.2;BYN;-7.2;BYN;
18/05/2018;.Наличные;Ремонт;-23.54;BYN;-23.54;BYN;
18/05/2018;ЯндексДеньги;Питание;-480.44;RUB;-15.374;BYN;
18/05/2018;.Наличные;Питание;-25;BYN;-25;BYN;
18/05/2018;БГПбVisa*9727;Зарплата;313;BYN;313;BYN;
20/05/2018;ЯндексДеньги;DIY;-110;RUB;-3.52;BYN;
20/05/2018;БГПб *4579;DIY;-4.99;USD;-10.502;BYN;
21/05/2018;БГПбVisa*9727;To 'БГПб *4579';-20;BYN;-20;BYN;
21/05/2018;БГПб *4579;From 'БГПбVisa*9727';9.956;USD;20;BYN;
22/05/2018;ЯндексДеньги;Питание;-429.89;RUB;-13.756;BYN;
22/05/2018;ЯндексДеньги;"Питание;Мясо";-86.67;RUB;-2.773;BYN;
22/05/2018;ЯндексДеньги;"Питание;Овощи Фрукты";-53;RUB;-1.696;BYN;
23/05/2018;ЯндексДеньги;Питание;-549.32;RUB;-17.578;BYN;
23/05/2018;ЯндексДеньги;Ремонт;-666.5;RUB;-21.328;BYN;
23/05/2018;.Наличные;Питание;-22;BYN;-22;BYN;
23/05/2018;БПС *6265;To 'БГПбVisa*9727';-300;BYN;-300;BYN;
23/05/2018;БГПбVisa*9727;From 'БПС *6265';300;BYN;300;BYN;
24/05/2018;ЯндексДеньги;"Питание;Мясо";-699.09;RUB;-22.37;BYN;
24/05/2018;ЯндексДеньги;"Коммунальные;Связь";-70;RUB;-2.24;BYN;
24/05/2018;ЯндексДеньги;Коммунальные;-49.98;RUB;-1.599;BYN;
24/05/2018;ЯндексДеньги;Коммунальные;-7.2;RUB;-0.23;BYN;
24/05/2018;БГПбVisa*9727;"Коммунальные;Связь";-7.2;BYN;-7.2;BYN;
24/05/2018;БГПбVisa*9727;Коммунальные;-49.98;BYN;-49.98;BYN;
25/05/2018;БГПбVisa*9727;Ребенок;-8.98;BYN;-8.98;BYN;
26/05/2018;ЯндексДеньги;Питание;-453.43;RUB;-14.509;BYN;
26/05/2018;ЯндексДеньги;"Питание;Овощи Фрукты";-163.48;RUB;-5.231;BYN;
27/05/2018;БГПб *4579;DIY;-2.2;USD;-4.63;BYN;
27/05/2018;БПС *6265;Питание;-8.67;BYN;-8.67;BYN;
27/05/2018;БПС *6265;"Питание;Овощи Фрукты";-3.55;BYN;-3.55;BYN;
28/05/2018;.Наличные;"Питание;Овощи Фрукты";-8.18;BYN;-8.18;BYN;
28/05/2018;ЯндексДеньги;"Питание;Овощи Фрукты";-61.8;RUB;-1.977;BYN;
28/05/2018;ЯндексДеньги;Питание;-46.59;RUB;-1.49;BYN;
28/05/2018;.Наличные;"Питание;Мясо";-24.53;BYN;-24.53;BYN;
29/05/2018;.Наличные;Транспорт;-32.37;BYN;-32.37;BYN;
29/05/2018;ЯндексДеньги;Здоровье;-232.95;RUB;-7.454;BYN;
29/05/2018;ЯндексДеньги;Питание;-461.68;RUB;-14.773;BYN;
29/05/2018;ЯндексДеньги;Хоз расходы;-232.95;RUB;-7.454;BYN;
29/05/2018;ЯндексДеньги;Техника;-300;RUB;-9.6;BYN;
29/05/2018;ЯндексДеньги;"Питание;Рыба";-256.09;RUB;-8.194;BYN;
29/05/2018;ЯндексДеньги;"Питание;Овощи Фрукты";-8.15;RUB;-0.26;BYN;
30/05/2018;ЯндексДеньги;"Питание;Мясо";-381.51;RUB;-12.208;BYN;
30/05/2018;ЯндексДеньги;Животные;-42.39;RUB;-1.356;BYN;
31/05/2018;ЯндексДеньги;Хоз расходы;-432.76;RUB;-13.848;BYN;
31/05/2018;ЯндексДеньги;Питание;-35.56;RUB;-1.137;BYN;
31/05/2018;ЯндексДеньги;Питание;-314.68;RUB;-10.069;BYN;
31/05/2018;ЯндексДеньги;Одежда;-1 266.52;RUB;-40.528;BYN;
31/05/2018;БГПбVisa*9727;"Коммунальные;Связь";-7.2;BYN;-7.2;BYN;
31/05/2018;БГПбVisa*9727;"Коммунальные;Связь";-15.9;BYN;-15.9;BYN;
31/05/2018;ЯндексДеньги;"Питание;Овощи Фрукты";-137.33;RUB;-4.394;BYN;
31/05/2018;ЯндексДеньги;Хоз расходы;-22.67;RUB;-0.725;BYN;
31/05/2018;ЯндексДеньги;Одежда;-73;RUB;-2.336;BYN;
31/05/2018;ЯндексДеньги;Развлечения;-1.89;RUB;-0.06;BYN;
31/05/2018;ЯндексДеньги;Хоз расходы;-17.33;RUB;-0.554;BYN;
31/05/2018;ЯндексДеньги;Питание;-1 426;RUB;-45.632;BYN;
31/05/2018;БГПбVisa*9727;Питание;-113;BYN;-113;BYN;
01/06/2018;ЯндексДеньги;Питание;-584.34;RUB;-18.698;BYN;
01/06/2018;ЯндексДеньги;Питание;-301.82;RUB;-9.658;BYN;
01/06/2018;ЯндексДеньги;"Питание;Овощи Фрукты";-47.83;RUB;-1.53;BYN;
01/06/2018;БГПбVisa*9727;"Коммунальные;Связь";-7.2;BYN;-7.2;BYN;
02/06/2018;БГПбVisa*9727;Ребенок;-1.02;BYN;-1.02;BYN;
03/06/2018;БПС *6265;Счета;-2.5;BYN;-2.5;BYN;
04/06/2018;БГПбVisa*9727;To 'БГПб *4579';-22;BYN;-22;BYN;
04/06/2018;БГПб *4579;From 'БГПбVisa*9727';10.89;USD;22;BYN;
04/06/2018;ЯндексДеньги;Питание;-293.59;RUB;-9.394;BYN;
04/06/2018;ЯндексДеньги;"Питание;Мясо";-123.15;RUB;-3.94;BYN;
04/06/2018;ЯндексДеньги;Животные;-199.96;RUB;-6.398;BYN;
04/06/2018;БГПб *4579;Хоз расходы;-3.06;USD;-6.211;BYN;
04/06/2018;БГПбVisa*9727;To 'БГПб *4579';-22;BYN;-22;BYN;
04/06/2018;БГПб *4579;From 'БГПбVisa*9727';10.89;USD;22;BYN;
04/06/2018;БГПб *4579;Хоз расходы;-4.57;USD;-9.277;BYN;
05/06/2018;БГПбVisa*9727;Электроэнергия;-34.39;BYN;-34.39;BYN;
05/06/2018;БГПбVisa*9727;Электроэнергия;-55.17;BYN;-55.17;BYN;
05/06/2018;БПС *6265;To '.Наличные';-35;BYN;-35;BYN;
05/06/2018;.Наличные;From 'БПС *6265';35;BYN;35;BYN;
05/06/2018;ЯндексДеньги;Хоз расходы;-336.12;RUB;-10.755;BYN;
05/06/2018;ЯндексДеньги;Электроэнергия;-55.17;RUB;-1.765;BYN;
05/06/2018;ЯндексДеньги;Электроэнергия;-34.39;RUB;-1.1;BYN;
06/06/2018;БГПб *4579;Ребенок;-21.63;USD;-43.908;BYN;
06/06/2018;БПС *6265;Зарплата;1 080.21;BYN;1 080.21;BYN;
08/06/2018;БГПбVisa*9727;"Коммунальные;Связь";-7.2;BYN;-7.2;BYN;
09/06/2018;.Наличные;Питание;-31;BYN;-31;BYN;
11/06/2018;ЯндексДеньги;Питание;-206.08;RUB;-6.594;BYN;
12/06/2018;БГПб *4579;Техника;-6.03;USD;-12.24;BYN;
13/06/2018;.Наличные;Ремонт;-40;BYN;-40;BYN;
13/06/2018;ЯндексДеньги;Личные;-8;RUB;-0.256;BYN;
14/06/2018;БПС *6265;Ремонт;-44.8;BYN;-44.8;BYN;Роллшторы
14/06/2018;БГПбVisa*9727;Счета;-123.5;BYN;-123.5;BYN;
15/06/2018;БГПбVisa*9727;"Коммунальные;Связь";-7.2;BYN;-7.2;BYN;
15/06/2018;.Наличные;"Питание;Мясо";-32;BYN;-32;BYN;
16/06/2018;.Наличные;Хоз расходы;-26;BYN;-26;BYN;
16/06/2018;.Наличные;Ребенок;-12;BYN;-12;BYN;
17/06/2018;БГПбVisa*9727;Авиабилеты;-644.06;BYN;-644.06;BYN;
17/06/2018;БПС *6265;To 'БГПбVisa*9727';-800;BYN;-800;BYN;
17/06/2018;БГПбVisa*9727;From 'БПС *6265';800;BYN;800;BYN;
18/06/2018;БГПбVisa*9727;Животные;-3.55;BYN;-3.55;BYN;
18/06/2018;БГПбVisa*9727;"Питание;Мясо";-8.04;BYN;-8.04;BYN;
18/06/2018;БГПбVisa*9727;"Питание;Овощи Фрукты";-1.18;BYN;-1.18;BYN;
18/06/2018;БГПбVisa*9727;Питание;-16.37;BYN;-16.37;BYN;
19/06/2018;БГПбVisa*9727;Техника;-15;BYN;-15;BYN;
19/06/2018;БГПбVisa*9727;Питание;-11;BYN;-11;BYN;
19/06/2018;БГПбVisa*9727;"Питание;Овощи Фрукты";-4.56;BYN;-4.56;BYN;
19/06/2018;БГПбVisa*9727;"Питание;Рыба";-15.03;BYN;-15.03;BYN;
19/06/2018;.Наличные;Питание;-10;BYN;-10;BYN;
20/06/2018;ЯндексДеньги;Зарплата;313;RUB;10.016;BYN;
20/06/2018;БПС *6265;To 'БГПбVisa*9727';-300;BYN;-300;BYN;
20/06/2018;БГПбVisa*9727;From 'БПС *6265';300;BYN;300;BYN;
20/06/2018;БГПбVisa*9727;Ремонт;-88;BYN;-88;BYN;
21/06/2018;.Наличные;Личные;-8.5;BYN;-8.5;BYN;
21/06/2018;.Наличные;"Питание;Овощи Фрукты";-5.75;BYN;-5.75;BYN;
21/06/2018;БГПбVisa*9727;"Питание;Мясо";-8.22;BYN;-8.22;BYN;
22/06/2018;БГПбVisa*9727;"Коммунальные;Связь";-7.2;BYN;-7.2;BYN;
22/06/2018;БГПбVisa*9727;To 'БГПб *4579';-22;BYN;-22;BYN;
22/06/2018;БГПб *4579;From 'БГПбVisa*9727';10.89;USD;22;BYN;
22/06/2018;БГПбVisa*9727;To '.Наличные';-55;BYN;-55;BYN;
22/06/2018;.Наличные;From 'БГПбVisa*9727';55;BYN;55;BYN;
22/06/2018;БГПбVisa*9727;Питание;-19.27;BYN;-19.27;BYN;
22/06/2018;БГПбVisa*9727;"Питание;Овощи Фрукты";-2.15;BYN;-2.15;BYN;
24/06/2018;БГПбVisa*9727;To 'БГПб *4579';-13;BYN;-13;BYN;
24/06/2018;БГПбVisa*9727;To 'БГПб *4579';-27;BYN;-27;BYN;
24/06/2018;БГПб *4579;From 'БГПбVisa*9727';6.487;USD;13;BYN;
24/06/2018;БГПб *4579;From 'БГПбVisa*9727';13.473;USD;27;BYN;
25/06/2018;БГПбVisa*9727;Питание;-6.09;BYN;-6.09;BYN;
25/06/2018;БГПбVisa*9727;"Питание;Овощи Фрукты";-2.2;BYN;-2.2;BYN;
25/06/2018;.Наличные;"Питание;Овощи Фрукты";-7.85;BYN;-7.85;BYN;
25/06/2018;БГПбVisa*9727;Питание;-6.73;BYN;-6.73;BYN;
25/06/2018;БГПбVisa*9727;"Питание;Мясо";-8.04;BYN;-8.04;BYN;
25/06/2018;БГПбVisa*9727;Животные;-2.8;BYN;-2.8;BYN;
26/06/2018;ЯндексДеньги;"Хоз расх;Гигиена";-304.33;RUB;-9.738;BYN;
26/06/2018;БГПбVisa*9727;Питание;-3.6;BYN;-3.6;BYN;
28/06/2018;БГПб *4579;Техника;-18.19;USD;-36.925;BYN;
28/06/2018;БГПбVisa*9727;"Питание;Мясо";-16.33;BYN;-16.33;BYN;
28/06/2018;БГПбVisa*9727;Питание;-8.63;BYN;-8.63;BYN;
28/06/2018;БГПбVisa*9727;"Питание;Овощи Фрукты";-2.02;BYN;-2.02;BYN;
28/06/2018;.Наличные;"Питание;Овощи Фрукты";-4.15;BYN;-4.15;BYN;
28/06/2018;БГПбVisa*9727;"Питание;Овощи Фрукты";-1.63;BYN;-1.63;BYN;
29/06/2018;.Наличные;Транспорт;-40.18;BYN;-40.18;BYN;
29/06/2018;БГПбVisa*9727;"Коммунальные;Связь";-7.2;BYN;-7.2;BYN;
29/06/2018;.Наличные;Хоз расходы;-3.6;BYN;-3.6;BYN;
30/06/2018;БГПбVisa*9727;"Коммунальные;Связь";-15.9;BYN;-15.9;BYN;
01/07/2018;БГПбVisa*9727;Питание;-31.1;BYN;-31.1;BYN;
03/07/2018;нал$;Подарки;-50;USD;-101.5;BYN;
05/07/2018;БПС *6265;"Питание;Мясо";-9.02;BYN;-9.02;BYN;
05/07/2018;БПС *6265;"Питание;Рыба";-7.39;BYN;-7.39;BYN;
05/07/2018;БГПбVisa*9727;"Питание;Овощи Фрукты";-1.91;BYN;-1.91;BYN;
05/07/2018;БГПбVisa*9727;Питание;-11.84;BYN;-11.84;BYN;
06/07/2018;БГПбVisa*9727;"Коммунальные;Связь";-7.2;BYN;-7.2;BYN;
06/07/2018;БПС *6265;Счета;-2.9;BYN;-2.9;BYN;
06/07/2018;БПС *6265;Зарплата;872.15;BYN;872.15;BYN;
09/07/2018;БГПбVisa*9727;Питание;-3.9;BYN;-3.9;BYN;
09/07/2018;БГПбVisa*9727;"Питание;Овощи Фрукты";-3.3;BYN;-3.3;BYN;
09/07/2018;БПС *6265;"Питание;Мясо";-20.72;BYN;-20.72;BYN;
09/07/2018;БПС *6265;Животные;-4.2;BYN;-4.2;BYN;
09/07/2018;БПС *6265;"Питание;Рыба";-14.52;BYN;-14.52;BYN;
09/07/2018;БПС *6265;"Питание;Овощи Фрукты";-37.02;BYN;-37.02;BYN;
09/07/2018;БПС *6265;Питание;-44.98;BYN;-44.98;BYN;
10/07/2018;БПС *6265;Хоз расходы;-13.2;BYN;-13.2;BYN;
10/07/2018;.Наличные;Питание;-2.1;BYN;-2.1;BYN;
10/07/2018;нал$;To 'БГПб *4579';-1;USD;-2.03;BYN;
10/07/2018;БГПб *4579;From 'нал$';1;USD;2.03;BYN;
10/07/2018;нал$;To 'БГПб *4579';-99;USD;-200.97;BYN;
10/07/2018;БГПб *4579;From 'нал$';99;USD;200.97;BYN;
12/07/2018;БПС *6265;Одежда;-79;BYN;-79;BYN;
12/07/2018;БГПбVisa*9727;Питание;-3.12;BYN;-3.12;BYN;
13/07/2018;БГПбVisa*9727;"Коммунальные;Связь";-7.2;BYN;-7.2;BYN;
13/07/2018;.Наличные;"Питание;Мясо";-22;BYN;-22;BYN;
13/07/2018;БГПбVisa*9727;DIY;-11.21;BYN;-11.21;BYN;
14/07/2018;БГПб *4579;Техника;-6.87;USD;-13.946;BYN;
16/07/2018;БГПбVisa*9727;To '.Наличные';-40;BYN;-40;BYN;
16/07/2018;.Наличные;From 'БГПбVisa*9727';40;BYN;40;BYN;
16/07/2018;БГПбVisa*9727;Счета;-123.5;BYN;-123.5;BYN;
16/07/2018;БГПбVisa*9727;Питание;-19.81;BYN;-19.81;BYN;
17/07/2018;БГПбVisa*9727;Электроэнергия;-34.39;BYN;-34.39;BYN;
17/07/2018;БГПбVisa*9727;Электроэнергия;-40.72;BYN;-40.72;BYN;
