date;account;category;amount;currency;converted amount;currency;description
16/10/2018;БГПбVisa*9727;Здоровье;-2.12;BYN;-2.12;BYN;
16/10/2018;БГПбVisa*9727;Хоз расходы;-37.39;BYN;-37.39;BYN;
17/10/2018;БГПбVisa*9727;"Питание;Мясо";-5.36;BYN;-5.36;BYN;
17/10/2018;БГПбVisa*9727;Питание;-1.9;BYN;-1.9;BYN;
17/10/2018;БГПбVisa*9727;"Питание;Овощи Фрукты";-1.18;BYN;-1.18;BYN;
17/10/2018;БГПбVisa*9727;Питание;-2.89;BYN;-2.89;BYN;
17/10/2018;БГПбVisa*9727;"Коммунальные;Связь";-7.3;BYN;-7.3;BYN;
19/10/2018;БГПбVisa*9727;To 'БГПб *4579';-31.3;BYN;-31.3;BYN;
19/10/2018;БГПбVisa*9727;To 'БГПБ*4317';-31.3;BYN;-31.3;BYN;
19/10/2018;БГПбVisa*9727;To 'БГПб *4579';-31.3;BYN;-31.3;BYN;
19/10/2018;БГПб *4579;From 'БГПбVisa*9727';14.757;USD;31.3;BYN;
19/10/2018;БГПБ*4317;From 'БГПбVisa*9727';12.879;EUR;31.3;BYN;
19/10/2018;БГПб *4579;From 'БГПбVisa*9727';14.757;USD;31.3;BYN;
19/10/2018;БПС *6265;Зарплата;313;BYN;313;BYN;
20/10/2018;БГПбVisa*9727;Ремонт;-286;BYN;-286;BYN;
23/10/2018;БГПбVisa*9727;"Питание;Овощи Фрукты";-1.83;BYN;-1.83;BYN;
23/10/2018;БГПбVisa*9727;Питание;-5.1;BYN;-5.1;BYN;
23/10/2018;БГПбVisa*9727;Коммунальные;-32.26;BYN;-32.26;BYN;
23/10/2018;БГПбVisa*9727;Коммунальные;-0.93;BYN;-0.93;BYN;
24/10/2018;БГПбVisa*9727;"Коммунальные;Связь";-7.3;BYN;-7.3;BYN;
24/10/2018;БГПбVisa*9727;DIY;-7.95;BYN;-7.95;BYN;
26/10/2018;БГПбVisa*9727;Одежда;-125;BYN;-125;BYN;
26/10/2018;БГПб *4579;Хоз расходы;-41.02;USD;-83.27;BYN;
26/10/2018;БГПб *4579;To 'БГПбVisa*9727';-100;USD;-203;BYN;
26/10/2018;БГПбVisa*9727;From 'БГПб *4579';203;BYN;203;BYN;
28/10/2018;БГПбVisa*9727;"Питание;Мясо";-4.29;BYN;-4.29;BYN;
28/10/2018;БГПбVisa*9727;"Питание;Овощи Фрукты";-1.09;BYN;-1.09;BYN;
28/10/2018;БГПбVisa*9727;Питание;-14.15;BYN;-14.15;BYN;
28/10/2018;БГПб *4579;Ремонт;-34.2;USD;-69.426;BYN;
28/10/2018;БГПб *4579;Ребенок;-2.8;USD;-5.684;BYN;
28/10/2018;БГПб *4579;Ремонт;-31.77;USD;-64.493;BYN;
28/10/2018;БГПб *4579;Хоз расходы;-17.17;USD;-34.855;BYN;
31/10/2018;.Наличные;Транспорт;-97.9;BYN;-97.9;BYN;
31/10/2018;БГПбVisa*9727;"Коммунальные;Связь";-16;BYN;-16;BYN;
31/10/2018;БГПбVisa*9727;Лицензии;-949.24;BYN;-949.24;BYN;
31/10/2018;БПС *6265;Питание;-243.26;BYN;-243.26;BYN;
01/11/2018;БГПбVisa*9727;Ремонт;-22.89;BYN;-22.89;BYN;
02/11/2018;БГПбVisa*9727;Питание;-13.61;BYN;-13.61;BYN;
02/11/2018;БГПбVisa*9727;Ремонт;-25.45;BYN;-25.45;BYN;
02/11/2018;.Наличные;Личные;-8;BYN;-8;BYN;
02/11/2018;БГПбVisa*9727;To '.Наличные';-20;BYN;-20;BYN;
02/11/2018;.Наличные;From 'БГПбVisa*9727';20;BYN;20;BYN;
03/11/2018;.Наличные;Питание;-5.3;BYN;-5.3;BYN;
06/11/2018;БПС *6265;Счета;-2.9;BYN;-2.9;BYN;
06/11/2018;БПС *6265;Зарплата;752.72;BYN;752.72;BYN;
06/11/2018;БПС *6265;To 'CshLt*6979';-450;BYN;-450;BYN;
06/11/2018;CshLt*6979;From 'БПС *6265';450;BYN;450;BYN;
07/11/2018;БГПбVisa*9727;To 'БГПб *4579';-75;BYN;-75;BYN;
07/11/2018;БГПбVisa*9727;To 'БГПБ*4317';-75;BYN;-75;BYN;
07/11/2018;БГПб *4579;From 'БГПбVisa*9727';35.362;USD;75;BYN;
07/11/2018;БГПБ*4317;From 'БГПбVisa*9727';30.84;EUR;75;BYN;
08/11/2018;БГПбVisa*9727;To '.Наличные';-100;BYN;-100;BYN;
08/11/2018;.Наличные;From 'БГПбVisa*9727';100;BYN;100;BYN;
09/11/2018;БГПбVisa*9727;Одежда;-123.55;BYN;-123.55;BYN;
09/11/2018;.Наличные;Счета;-123.5;BYN;-123.5;BYN;
09/11/2018;.Наличные;Работа;-16;BYN;-16;BYN;
11/11/2018;БГПбVisa*9727;Питание;-18.03;BYN;-18.03;BYN;
11/11/2018;БГПбVisa*9727;Одежда;-20.99;BYN;-20.99;BYN;
12/11/2018;CshLt*6979;Питание;-31;BYN;-31;BYN;
13/11/2018;БГПбVisa*9727;Ремонт;-49.03;BYN;-49.03;BYN;
13/11/2018;.Наличные;Питание;-29.71;BYN;-29.71;BYN;
15/11/2018;CshLt*6979;Питание;-35;BYN;-35;BYN;
15/11/2018;CshLt*6979;Питание;-56;BYN;-56;BYN;
15/11/2018;.Наличные;Питание;-3.56;BYN;-3.56;BYN;
15/11/2018;.Наличные;"Питание;Овощи Фрукты";-8.82;BYN;-8.82;BYN;
17/11/2018;CshLt*6979;Питание;-53;BYN;-53;BYN;
17/11/2018;.Наличные;Питание;-11.04;BYN;-11.04;BYN;
17/11/2018;.Наличные;Животные;-2.8;BYN;-2.8;BYN;
17/11/2018;.Наличные;"Питание;Мясо";-5.1;BYN;-5.1;BYN;
20/11/2018;БПС *6265;To 'CshLt*6979';-210;BYN;-210;BYN;
20/11/2018;CshLt*6979;From 'БПС *6265';210;BYN;210;BYN;
20/11/2018;БПС *6265;Зарплата;313;BYN;313;BYN;
20/11/2018;БГПбVisa*9727;Электроэнергия;-73.11;BYN;-73.11;BYN;
20/11/2018;БГПбVisa*9727;Коммунальные;-42.6;BYN;-42.6;BYN;
20/11/2018;БГПбVisa*9727;Коммунальные;-0.93;BYN;-0.93;BYN;
24/11/2018;CshLt*6979;Питание;-38;BYN;-38;BYN;
25/11/2018;CshLt*6979;Хоз расходы;-120;BYN;-120;BYN;
26/11/2018;БГПбVisa*9727;"Питание;Овощи Фрукты";-0.92;BYN;-0.92;BYN;
26/11/2018;БГПбVisa*9727;"Питание;Мясо";-2.54;BYN;-2.54;BYN;
26/11/2018;БГПбVisa*9727;Питание;-14.21;BYN;-14.21;BYN;
27/11/2018;БГПбVisa*9727;Животные;-4.5;BYN;-4.5;BYN;
28/11/2018;CshLt*6979;Техника;-88.97;BYN;-88.97;BYN;
30/11/2018;.Наличные;Транспорт;-50.34;BYN;-50.34;BYN;
30/11/2018;CshLt*6979;Питание;-4.17;BYN;-4.17;BYN;
30/11/2018;CshLt*6979;To '.Наличные';-200;BYN;-200;BYN;
30/11/2018;БГПбVisa*9727;To 'CshLt*6979';-8;BYN;-8;BYN;
30/11/2018;БГПБ*4317;To 'CshLt*6979';-7.05;EUR;-16.997;BYN;
30/11/2018;.Наличные;From 'CshLt*6979';200;BYN;200;BYN;
30/11/2018;CshLt*6979;From 'БГПбVisa*9727';8;BYN;8;BYN;
30/11/2018;CshLt*6979;From 'БГПБ*4317';16.997;BYN;16.997;BYN;
02/12/2018;БПС *6265;To 'CshLt*6979';-13;BYN;-13;BYN;
02/12/2018;БГПбVisa*9727;To 'CshLt*6979';-11.44;BYN;-11.44;BYN;
02/12/2018;CshLt*6979;From 'БПС *6265';13;BYN;13;BYN;
02/12/2018;CshLt*6979;From 'БГПбVisa*9727';11.44;BYN;11.44;BYN;
02/12/2018;CshLt*6979;Питание;-15.16;BYN;-15.16;BYN;
02/12/2018;CshLt*6979;"Питание;Овощи Фрукты";-2.69;BYN;-2.69;BYN;
03/12/2018;CshLt*6979;Питание;-1.3;BYN;-1.3;BYN;
04/12/2018;CshLt*6979;Питание;-3.88;BYN;-3.88;BYN;
04/12/2018;БГПБ*4317;To 'БГПбVisa*9727';-10.35;EUR;-24.995;BYN;
04/12/2018;БГПбVisa*9727;From 'БГПБ*4317';24.995;BYN;24.995;BYN;
05/12/2018;БГПб *4579;"Коммунальные;Связь";-7.3;USD;-14.819;BYN;
06/12/2018;БПС *6265;Счета;-2.9;BYN;-2.9;BYN;
06/12/2018;CshLt*6979;To 'БГПб *4579';-92;BYN;-92;BYN;
06/12/2018;CshLt*6979;To 'БГПбVisa*9727';-40;BYN;-40;BYN;
06/12/2018;БГПб *4579;From 'CshLt*6979';43.378;USD;92;BYN;
06/12/2018;БГПбVisa*9727;From 'CshLt*6979';40;BYN;40;BYN;
06/12/2018;БПС *6265;Зарплата;924.72;BYN;924.72;BYN;
06/12/2018;БПС *6265;To 'CshLt*6979';-900;BYN;-900;BYN;
06/12/2018;CshLt*6979;From 'БПС *6265';900;BYN;900;BYN;
07/12/2018;CshLt*6979;Счета;-123.5;BYN;-123.5;BYN;
07/12/2018;CshLt*6979;Питание;-7.44;BYN;-7.44;BYN;
07/12/2018;CshLt*6979;"Питание;Овощи Фрукты";-1.98;BYN;-1.98;BYN;
07/12/2018;CshLt*6979;"Питание;Мясо";-9.8;BYN;-9.8;BYN;
07/12/2018;CshLt*6979;To '.Наличные';-220;BYN;-220;BYN;
07/12/2018;.Наличные;From 'CshLt*6979';220;BYN;220;BYN;
09/12/2018;.Наличные;Ремонт;-110;BYN;-110;BYN;
09/12/2018;CshLt*6979;"Питание;Овощи Фрукты";-1.98;BYN;-1.98;BYN;
09/12/2018;CshLt*6979;To 'БГПБ*4317';-92;BYN;-92;BYN;
09/12/2018;БГПБ*4317;From 'CshLt*6979';37.802;EUR;92;BYN;
10/12/2018;CshLt*6979;Коммунальные;-1.31;BYN;-1.31;BYN;
10/12/2018;CshLt*6979;Питание;-25.33;BYN;-25.33;BYN;
10/12/2018;CshLt*6979;"Питание;Овощи Фрукты";-7.23;BYN;-7.23;BYN;
10/12/2018;CshLt*6979;Питание;-4.16;BYN;-4.16;BYN;
10/12/2018;CshLt*6979;"Питание;Овощи Фрукты";-1.65;BYN;-1.65;BYN;
11/12/2018;CshLt*6979;Одежда;-1.45;BYN;-1.45;BYN;
11/12/2018;CshLt*6979;Питание;-6.19;BYN;-6.19;BYN;
12/12/2018;CshLt*6979;"Коммунальные;Связь";-7.3;BYN;-7.3;BYN;
12/12/2018;CshLt*6979;Питание;-4.03;BYN;-4.03;BYN;
12/12/2018;CshLt*6979;To '.Наличные';-20;BYN;-20;BYN;
12/12/2018;.Наличные;From 'CshLt*6979';20;BYN;20;BYN;
13/12/2018;CshLt*6979;"Питание;Мясо";-8.88;BYN;-8.88;BYN;
13/12/2018;CshLt*6979;"Питание;Овощи Фрукты";-3.27;BYN;-3.27;BYN;
13/12/2018;CshLt*6979;Питание;-4.36;BYN;-4.36;BYN;
13/12/2018;CshLt*6979;Коммунальные;-50.36;BYN;-50.36;BYN;
13/12/2018;CshLt*6979;Коммунальные;-0.93;BYN;-0.93;BYN;
14/12/2018;CshLt*6979;To '.Наличные';-153;BYN;-153;BYN;
14/12/2018;.Наличные;From 'CshLt*6979';153;BYN;153;BYN;
15/12/2018;БГПб *4579;Техника;-32;USD;-64.96;BYN;
16/12/2018;.Наличные;"Хоз расх;Гигиена";-39.52;BYN;-39.52;BYN;
16/12/2018;.Наличные;Питание;-8;BYN;-8;BYN;
16/12/2018;.Наличные;Одежда;-2.46;BYN;-2.46;BYN;
18/12/2018;CshLt*6979;Питание;-5.29;BYN;-5.29;BYN;
18/12/2018;CshLt*6979;"Питание;Овощи Фрукты";-1.6;BYN;-1.6;BYN;
19/12/2018;CshLt*6979;"Коммунальные;Связь";-7.3;BYN;-7.3;BYN;
19/12/2018;CshLt*6979;Питание;-8.21;BYN;-8.21;BYN;
19/12/2018;CshLt*6979;Питание;-3.27;BYN;-3.27;BYN;
20/12/2018;CshLt*6979;Питание;-6.22;BYN;-6.22;BYN;
20/12/2018;CshLt*6979;"Питание;Овощи Фрукты";-1.3;BYN;-1.3;BYN;
20/12/2018;БПС *6265;Зарплата;313;BYN;313;BYN;
20/12/2018;БПС *6265;To 'CshLt*6979';-300;BYN;-300;BYN;
20/12/2018;CshLt*6979;From 'БПС *6265';300;BYN;300;BYN;
20/12/2018;CshLt*6979;To 'БГПб *4579';-30;BYN;-30;BYN;
20/12/2018;БГПб *4579;From 'CshLt*6979';14.145;USD;30;BYN;
20/12/2018;CshLt*6979;To 'БГПБ*4317';-30;BYN;-30;BYN;
20/12/2018;БГПБ*4317;From 'CshLt*6979';12.255;EUR;30;BYN;
20/12/2018;CshLt*6979;Электроэнергия;-22.07;BYN;-22.07;BYN;
20/12/2018;CshLt*6979;Электроэнергия;-40.12;BYN;-40.12;BYN;
21/12/2018;.Наличные;Хоз расходы;-36;BYN;-36;BYN;
21/12/2018;.Наличные;Ремонт;-15.2;BYN;-15.2;BYN;
21/12/2018;CshLt*6979;Ремонт;-31;BYN;-31;BYN;
21/12/2018;CshLt*6979;Ребенок;-7.31;BYN;-7.31;BYN;
22/12/2018;CshLt*6979;Питание;-6.07;BYN;-6.07;BYN;
22/12/2018;CshLt*6979;"Питание;Мясо";-14.25;BYN;-14.25;BYN;
22/12/2018;CshLt*6979;Питание;-15.42;BYN;-15.42;BYN;
23/12/2018;.Наличные;Питание;-34.14;BYN;-34.14;BYN;
23/12/2018;.Наличные;"Питание;Овощи Фрукты";-9.69;BYN;-9.69;BYN;
23/12/2018;.Наличные;"Питание;Рыба";-48.97;BYN;-48.97;BYN;
23/12/2018;.Наличные;Животные;-3.36;BYN;-3.36;BYN;
23/12/2018;.Наличные;Хоз расходы;-3.78;BYN;-3.78;BYN;
25/12/2018;CshLt*6979;"Питание;Овощи Фрукты";-6.2;BYN;-6.2;BYN;
25/12/2018;CshLt*6979;Питание;-16.2;BYN;-16.2;BYN;
25/12/2018;БПС *6265;Ремонт;-59.33;BYN;-59.33;BYN;
26/12/2018;CshLt*6979;"Коммунальные;Связь";-7.3;BYN;-7.3;BYN;
26/12/2018;CshLt*6979;Питание;-5.38;BYN;-5.38;BYN;
27/12/2018;CshLt*6979;Ремонт;-31.5;BYN;-31.5;BYN;
28/12/2018;БПС *6265;Зарплата;150;BYN;150;BYN;
28/12/2018;CshLt*6979;"Питание;Овощи Фрукты";-1;BYN;-1;BYN;
28/12/2018;CshLt*6979;Питание;-17.22;BYN;-17.22;BYN;
28/12/2018;CshLt*6979;Депозиты;2.26;BYN;2.26;BYN;
28/12/2018;CshLt*6979;To 'БГПбVisa*9727';-34;BYN;-34;BYN;
28/12/2018;БПС *6265;To 'CshLt*6979';-150;BYN;-150;BYN;
28/12/2018;CshLt*6979;To 'БГПБ*4317';-15;BYN;-15;BYN;
28/12/2018;CshLt*6979;To 'БГПб *4579';-15;BYN;-15;BYN;
28/12/2018;БГПбVisa*9727;To 'CshLt*6979';-39;BYN;-39;BYN;
28/12/2018;БГПбVisa*9727;From 'CshLt*6979';34;BYN;34;BYN;
28/12/2018;CshLt*6979;From 'БПС *6265';150;BYN;150;BYN;
28/12/2018;БГПБ*4317;From 'CshLt*6979';6.03;EUR;15;BYN;
28/12/2018;БГПб *4579;From 'CshLt*6979';6.9;USD;15;BYN;
28/12/2018;CshLt*6979;From 'БГПбVisa*9727';39;BYN;39;BYN;
29/12/2018;CshLt*6979;Питание;-26.12;BYN;-26.12;BYN;
29/12/2018;нал$;Подарки;-50;USD;-101.5;BYN;
30/12/2018;CshLt*6979;"Питание;Овощи Фрукты";-5.52;BYN;-5.52;BYN;
31/12/2018;.Наличные;Транспорт;-50.19;BYN;-50.19;BYN;
31/12/2018;CshLt*6979;"Питание;Мясо";-14.06;BYN;-14.06;BYN;
31/12/2018;CshLt*6979;Ребенок;-5.99;BYN;-5.99;BYN;
31/12/2018;CshLt*6979;Питание;-17.52;BYN;-17.52;BYN;
31/12/2018;CshLt*6979;Питание;-28.08;BYN;-28.08;BYN;
31/12/2018;CshLt*6979;Подарки;-36.34;BYN;-36.34;BYN;
31/12/2018;БГПб *4579;Лицензии;-87.88;USD;-178.396;BYN;
01/01/2019;БГПбVisa*9727;"Коммунальные;Связь";-10;BYN;-10;BYN;
01/01/2019;CshLt*6979;"Коммунальные;Связь";-0.3;BYN;-0.3;BYN;
01/01/2019;БГПбVisa*9727;To 'CshLt*6979';-24;BYN;-24;BYN;
01/01/2019;CshLt*6979;From 'БГПбVisa*9727';24;BYN;24;BYN;
02/01/2019;CshLt*6979;"Коммунальные;Связь";-7.3;BYN;-7.3;BYN;
02/01/2019;БГПб *4579;Ребенок;-2.22;USD;-4.506;BYN;
03/01/2019;CshLt*6979;Питание;-5.63;BYN;-5.63;BYN;
04/01/2019;CshLt*6979;Питание;-6.35;BYN;-6.35;BYN;
04/01/2019;.Наличные;Личные;-8;BYN;-8;BYN;
04/01/2019;CshLt*6979;To 'БГПбVisa*9727';-30;BYN;-30;BYN;
04/01/2019;CshLt*6979;To 'БГПбVisa*9727';-90;BYN;-90;BYN;
04/01/2019;CshLt*6979;To 'БГПб *4579';-90;BYN;-90;BYN;
04/01/2019;БГПбVisa*9727;From 'CshLt*6979';30;BYN;30;BYN;
04/01/2019;БГПбVisa*9727;From 'CshLt*6979';90;BYN;90;BYN;
04/01/2019;БГПб *4579;From 'CshLt*6979';41.13;USD;90;BYN;
05/01/2019;БПС *6265;Счета;-2.9;BYN;-2.9;BYN;
05/01/2019;БПС *6265;Зарплата;907;BYN;907;BYN;
06/01/2019;БГПб *4579;Ремонт;-21.19;USD;-43.015;BYN;
07/01/2019;БПС *6265;To 'CshLt*6979';-900;BYN;-900;BYN;
07/01/2019;CshLt*6979;From 'БПС *6265';900;BYN;900;BYN;
08/01/2019;CshLt*6979;Ремонт;-51.07;BYN;-51.07;BYN;
08/01/2019;CshLt*6979;"Питание;Овощи Фрукты";-0.89;BYN;-0.89;BYN;
08/01/2019;CshLt*6979;Питание;-6.39;BYN;-6.39;BYN;
09/01/2019;CshLt*6979;Питание;-1.59;BYN;-1.59;BYN;
09/01/2019;CshLt*6979;To '.Наличные';-230;BYN;-230;BYN;
09/01/2019;.Наличные;From 'CshLt*6979';230;BYN;230;BYN;
09/01/2019;CshLt*6979;Питание;-12.86;BYN;-12.86;BYN;
09/01/2019;CshLt*6979;"Питание;Мясо";-7.44;BYN;-7.44;BYN;
09/01/2019;CshLt*6979;Животные;-4.89;BYN;-4.89;BYN;
09/01/2019;CshLt*6979;"Коммунальные;Связь";-7.3;BYN;-7.3;BYN;
09/01/2019;CshLt*6979;Электроэнергия;-22.27;BYN;-22.27;BYN;
09/01/2019;CshLt*6979;Электроэнергия;-13.18;BYN;-13.18;BYN;
09/01/2019;CshLt*6979;Счета;-123.05;BYN;-123.05;BYN;
10/01/2019;CshLt*6979;Питание;-1.97;BYN;-1.97;BYN;
10/01/2019;CshLt*6979;Коммунальные;-1.97;BYN;-1.97;BYN;
10/01/2019;БГПб *4579;Депозиты;2.25;USD;4.567;BYN;
11/01/2019;CshLt*6979;Питание;-20.46;BYN;-20.46;BYN;
11/01/2019;БГПБ Virtuon;Лицензии;-9;USD;-18.27;BYN;
11/01/2019;CshLt*6979;To 'БГПБ Virtuon';-20;BYN;-20;BYN;
11/01/2019;БГПБ Virtuon;From 'CshLt*6979';9.23;USD;20;BYN;
12/01/2019;БГПБ*4317;To 'БГПБ Virtuon';-6;EUR;-14.49;BYN;
12/01/2019;БГПБ Virtuon;From 'БГПБ*4317';6.858;USD;14.49;BYN;
12/01/2019;CshLt*6979;"Питание;Овощи Фрукты";-2.63;BYN;-2.63;BYN;
12/01/2019;CshLt*6979;Питание;-7.41;BYN;-7.41;BYN;
14/01/2019;CshLt*6979;Питание;-2.85;BYN;-2.85;BYN;
15/01/2019;CshLt*6979;Ремонт;-17.47;BYN;-17.47;BYN;
15/01/2019;БГПБ Virtuon;DIY;-1.55;USD;-3.146;BYN;
16/01/2019;CshLt*6979;Ребенок;-5.81;BYN;-5.81;BYN;
16/01/2019;CshLt*6979;Питание;-5.47;BYN;-5.47;BYN;
16/01/2019;CshLt*6979;Питание;-11.08;BYN;-11.08;BYN;
16/01/2019;CshLt*6979;"Питание;Мясо";-7.5;BYN;-7.5;BYN;
17/01/2019;CshLt*6979;Питание;-2.89;BYN;-2.89;BYN;
18/01/2019;CshLt*6979;"Питание;Овощи Фрукты";-0.77;BYN;-0.77;BYN;
18/01/2019;CshLt*6979;To 'БГПБ*4317';-80;BYN;-80;BYN;
18/01/2019;БГПБ*4317;From 'CshLt*6979';32.12;EUR;80;BYN;
18/01/2019;CshLt*6979;Депозиты;3;BYN;3;BYN;
18/01/2019;CshLt*6979;Питание;-7.07;BYN;-7.07;BYN;
18/01/2019;CshLt*6979;To 'БГПб *4579';-30;BYN;-30;BYN;
18/01/2019;БГПб *4579;From 'CshLt*6979';13.86;USD;30;BYN;
18/01/2019;CshLt*6979;To 'БГПБ*4317';-30;BYN;-30;BYN;
18/01/2019;БГПБ*4317;From 'CshLt*6979';12.17;EUR;30;BYN;
18/01/2019;CshLt*6979;To 'БГПБ Virtuon';-30;BYN;-30;BYN;
18/01/2019;БГПБ Virtuon;From 'CshLt*6979';13.869;USD;30;BYN;
18/01/2019;БПС *6265;To 'CshLt*6979';-300;BYN;-300;BYN;
18/01/2019;CshLt*6979;From 'БПС *6265';300;BYN;300;BYN;
18/01/2019;CshLt*6979;To 'БГПбVisa*9727';-30;BYN;-30;BYN;
18/01/2019;БГПбVisa*9727;From 'CshLt*6979';30;BYN;30;BYN;
18/01/2019;БГПБ Virtuon;DIY;-3.32;USD;-6.739;BYN;
18/01/2019;БГПБ Virtuon;DIY;-2.52;USD;-5.115;BYN;
19/01/2019;CshLt*6979;Ремонт;-19.89;BYN;-19.89;BYN;
19/01/2019;БГПБ Virtuon;"Коммунальные;Связь";-0.38;USD;-0.771;BYN;
21/01/2019;CshLt*6979;Коммунальные;-45.17;BYN;-45.17;BYN;
21/01/2019;CshLt*6979;Коммунальные;-0.93;BYN;-0.93;BYN;
21/01/2019;CshLt*6979;"Коммунальные;Связь";-7.02;BYN;-7.02;BYN;
21/01/2019;БГПБ Virtuon;DIY;-5.38;USD;-10.921;BYN;
21/01/2019;БГПБ Virtuon;Хоз расходы;-1.37;USD;-2.781;BYN;
22/01/2019;CshLt*6979;"Питание;Овощи Фрукты";-2.16;BYN;-2.16;BYN;
22/01/2019;CshLt*6979;"Питание;Мясо";-1.27;BYN;-1.27;BYN;
22/01/2019;CshLt*6979;"Питание;Мясо";-7.78;BYN;-7.78;BYN;
22/01/2019;CshLt*6979;Подарки;-5.44;BYN;-5.44;BYN;
22/01/2019;CshLt*6979;Питание;-0.33;BYN;-0.33;BYN;
22/01/2019;CshLt*6979;Животные;-3.26;BYN;-3.26;BYN;
22/01/2019;CshLt*6979;Питание;-3.17;BYN;-3.17;BYN;
22/01/2019;CshLt*6979;"Питание;Овощи Фрукты";-2.12;BYN;-2.12;BYN;
24/01/2019;CshLt*6979;Питание;-3.08;BYN;-3.08;BYN;
24/01/2019;CshLt*6979;"Питание;Мясо";-2.54;BYN;-2.54;BYN;
26/01/2019;CshLt*6979;"Питание;Овощи Фрукты";-1.09;BYN;-1.09;BYN;
26/01/2019;CshLt*6979;Питание;-7.83;BYN;-7.83;BYN;
28/01/2019;CshLt*6979;"Коммунальные;Связь";-7.02;BYN;-7.02;BYN;
29/01/2019;CshLt*6979;"Хоз расх;Гигиена";-1.39;BYN;-1.39;BYN;
29/01/2019;CshLt*6979;Питание;-22.98;BYN;-22.98;BYN;
29/01/2019;CshLt*6979;"Питание;Овощи Фрукты";-5.15;BYN;-5.15;BYN;
29/01/2019;CshLt*6979;Питание;-1.91;BYN;-1.91;BYN;
30/01/2019;БГПб *4579;Сбережения;5.62;USD;11.408;BYN;
30/01/2019;CshLt*6979;Здоровье;-10.74;BYN;-10.74;BYN;
31/01/2019;.Наличные;Транспорт;-38.85;BYN;-38.85;BYN;
31/01/2019;CshLt*6979;"Питание;Овощи Фрукты";-0.87;BYN;-0.87;BYN;
31/01/2019;CshLt*6979;Питание;-5.45;BYN;-5.45;BYN;
31/01/2019;CshLt*6979;Депозиты;3.23;BYN;3.23;BYN;
01/02/2019;CshLt*6979;"Коммунальные;Связь";-10.5;BYN;-10.5;BYN;
01/02/2019;CshLt*6979;Коммунальные;-4.94;BYN;-4.94;BYN;
01/02/2019;CshLt*6979;Хоз расходы;-6;BYN;-6;BYN;
04/02/2019;CshLt*6979;"Питание;Овощи Фрукты";-0.96;BYN;-0.96;BYN;
04/02/2019;CshLt*6979;Питание;-4.38;BYN;-4.38;BYN;
04/02/2019;CshLt*6979;"Коммунальные;Связь";-7.02;BYN;-7.02;BYN;
04/02/2019;CshLt*6979;Хоз расходы;-14.58;BYN;-14.58;BYN;
05/02/2019;CshLt*6979;Животные;-5.97;BYN;-5.97;BYN;
05/02/2019;CshLt*6979;"Питание;Мясо";-10.32;BYN;-10.32;BYN;
05/02/2019;CshLt*6979;Питание;-2.97;BYN;-2.97;BYN;
05/02/2019;БГПбVisa*9727;To 'CshLt*6979';-20;BYN;-20;BYN;
05/02/2019;CshLt*6979;From 'БГПбVisa*9727';20;BYN;20;BYN;
06/02/2019;CshLt*6979;Хоз расходы;-4.54;BYN;-4.54;BYN;
06/02/2019;CshLt*6979;"Хоз расх;Гигиена";-1.69;BYN;-1.69;BYN;
06/02/2019;CshLt*6979;Одежда;-9.15;BYN;-9.15;BYN;
06/02/2019;БПС *6265;Счета;-3;BYN;-3;BYN;
06/02/2019;БГПБ Virtuon;Ремонт;-35.06;USD;-71.171;BYN;
06/02/2019;БГПБ Virtuon;Одежда;-4.17;USD;-8.465;BYN;
06/02/2019;CshLt*6979;To '.Наличные';-200;BYN;-200;BYN;
06/02/2019;БПС *6265;To 'CshLt*6979';-1 000;BYN;-1 000;BYN;
06/02/2019;.Наличные;From 'CshLt*6979';200;BYN;200;BYN;
06/02/2019;CshLt*6979;From 'БПС *6265';1 000;BYN;1 000;BYN;
06/02/2019;БПС *6265;Зарплата;1 000;BYN;1 000;BYN;
06/02/2019;CshLt*6979;To 'БГПбVisa*9727';-110;BYN;-110;BYN;
06/02/2019;БГПбVisa*9727;From 'CshLt*6979';110;BYN;110;BYN;
06/02/2019;CshLt*6979;To 'БГПб *4579';-110;BYN;-110;BYN;
06/02/2019;БГПб *4579;From 'CshLt*6979';50.879;USD;110;BYN;
06/02/2019;CshLt*6979;To 'БГПБ*4317';-110;BYN;-110;BYN;
06/02/2019;БГПБ*4317;From 'CshLt*6979';44.66;EUR;110;BYN;
06/02/2019;CshLt*6979;To 'БГПБ Virtuon';-110;BYN;-110;BYN;
06/02/2019;БГПБ Virtuon;From 'CshLt*6979';50.879;USD;110;BYN;
06/02/2019;CshLt*6979;Питание;-1.52;BYN;-1.52;BYN;
07/02/2019;CshLt*6979;"Питание;Мясо";-7.48;BYN;-7.48;BYN;
07/02/2019;CshLt*6979;"Питание;Овощи Фрукты";-3.19;BYN;-3.19;BYN;
07/02/2019;CshLt*6979;Питание;-2.25;BYN;-2.25;BYN;
07/02/2019;CshLt*6979;Питание;-2;BYN;-2;BYN;
07/02/2019;CshLt*6979;Хоз расходы;-11;BYN;-11;BYN;
07/02/2019;CshLt*6979;Питание;-5.47;BYN;-5.47;BYN;
07/02/2019;CshLt*6979;"Питание;Овощи Фрукты";-0.77;BYN;-0.77;BYN;
07/02/2019;CshLt*6979;Счета;-123.05;BYN;-123.05;BYN;
08/02/2019;CshLt*6979;Питание;-3.35;BYN;-3.35;BYN;
08/02/2019;CshLt*6979;Ребенок;-5.3;BYN;-5.3;BYN;
